memory_id,text,days_since_created,days_since_accessed,feedback_encoded,access_count_log,type_event,type_fact,type_goal,type_preference,type_task,human_score,human_label,type,created_at,last_accessed_at,access_count,feedback,ml_score,heuristic_score,ml_error,heuristic_error,ml_advantage
12eff540,User prefers working late at night,78,66,0,0.0,False,False,False,True,False,0.85,keep,preference,2026-05-12,2026-05-24,0,none,0.8180912409146099,0.307,0.03190875908539004,0.5429999999999999,0.5110912409146099
13de16a5,User owns a dog named Max,52,1,0,0.0,False,True,False,False,False,0.6,keep,fact,2026-06-07,2026-07-28,0,none,0.7169145665668989,0.581,0.11691456656689891,0.019000000000000017,-0.0979145665668989
15fd0076,User wants to publish a research paper,127,37,0,0.6931471805599453,False,False,True,False,False,0.48,delete,goal,2026-03-24,2026-06-22,1,none,0.5984585964276574,0.456,0.11845859642765744,0.023999999999999966,-0.09445859642765747
167fda3b,User's hometown is Pune,117,11,0,1.3862943611198906,False,True,False,False,False,0.8,keep,fact,2026-04-03,2026-07-18,3,none,0.7919489479603332,0.601,0.008051052039666828,0.19900000000000007,0.19094894796033324
19a4bb16,User is left-handed,146,15,-1,3.332204510175204,False,True,False,False,False,0.8,keep,fact,2026-03-05,2026-07-14,27,negative,0.5984761192269251,0.615,0.20152388077307493,0.18500000000000005,-0.016523880773074873
1a13a3ce,User wants to switch careers into AI,116,4,1,2.8903717578961645,False,False,True,False,False,0.91,keep,goal,2026-04-04,2026-07-25,17,positive,0.8027931828614646,0.91,0.10720681713853542,0.0,-0.10720681713853542
1bb96bef,User wears glasses,112,0,0,0.6931471805599453,False,True,False,False,False,0.8,keep,fact,2026-04-08,2026-07-29,1,none,0.7799614386717737,0.64,0.020038561328226345,0.16000000000000003,0.13996143867177369
1bfffb66,User dislikes spicy food,20,5,0,0.6931471805599453,False,False,False,True,False,0.85,keep,preference,2026-07-09,2026-07-24,1,none,0.8075706930437345,0.627,0.042429306956265456,0.22299999999999998,0.18057069304373452
1d0ffb76,User wants to buy a house within five years,166,152,0,1.6094379124341005,False,False,True,False,False,0.65,keep,goal,2026-02-13,2026-02-27,4,none,0.5918366647600011,0.364,0.05816333523999895,0.28600000000000003,0.22783666476000108
1fbfddeb,User wants to buy a house within five years,139,126,0,1.791759469228055,False,False,True,False,False,0.7,keep,goal,2026-03-12,2026-03-25,5,none,0.5956674742131778,0.387,0.10433252578682217,0.31299999999999994,0.20866747421317777
1fe308d3,Submit assignment by Monday,93,32,0,1.3862943611198906,False,False,False,False,True,0.15,delete,task,2026-04-27,2026-06-27,3,none,0.17010523278458245,0.542,0.020105232784582455,0.392,0.3718947672154176
2047b7a2,User studied at NK Orchid College,179,111,0,0.6931471805599453,False,True,False,False,False,0.8,keep,fact,2026-01-31,2026-04-09,1,none,0.5559471027426078,0.271,0.2440528972573922,0.529,0.2849471027426078
20b3bd33,User wants to learn Spanish,121,67,-1,1.6094379124341005,False,False,True,False,False,0.7,keep,goal,2026-03-30,2026-05-23,4,negative,0.5080790770985028,0.337,0.1919209229014972,0.36299999999999993,0.17107907709850273
21de5852,User likes detailed explanations,25,20,1,1.0986122886681098,False,False,False,True,False,0.85,keep,preference,2026-07-04,2026-07-09,2,positive,0.8130761291574486,0.652,0.03692387084255133,0.19799999999999995,0.16107612915744862
21e89f8d,User prefers Android over iOS,140,62,1,1.9459101490553128,False,False,False,True,False,0.75,keep,preference,2026-03-11,2026-05-28,6,positive,0.8374260961807972,0.557,0.08742609618079722,0.19299999999999995,0.10557390381920273
23efa631,User wants to buy a house within five years,125,80,0,0.6931471805599453,False,False,True,False,False,0.7,keep,goal,2026-03-26,2026-05-10,1,none,0.5865097118577903,0.348,0.11349028814220963,0.352,0.23850971185779035
2494c296,User has a cat named Whiskers,104,65,0,3.332204510175204,False,True,False,False,False,0.6,keep,fact,2026-04-16,2026-05-25,27,none,0.6403784481026711,0.522,0.040378448102671105,0.07799999999999996,0.03762155189732885
25f5726f,User is saving up to buy a house,81,15,0,0.6931471805599453,False,False,True,False,False,0.7,keep,goal,2026-05-09,2026-07-14,1,none,0.7014671843318429,0.568,0.0014671843318428968,0.132,0.1305328156681571
2611f952,Submit assignment by Monday,77,20,0,3.218875824868201,False,False,False,False,True,0.15,delete,task,2026-05-13,2026-07-09,24,none,0.1441658861777512,0.736,0.005834113822248799,0.586,0.5801658861777512
261d259e,User's birthday is in March,108,67,0,0.0,False,True,False,False,False,0.8,keep,fact,2026-04-12,2026-05-23,0,none,0.679476866579719,0.275,0.12052313342028109,0.525,0.40447686657971893
26ee0a15,User prefers dark mode,67,53,-1,0.0,False,False,False,True,False,0.25,delete,preference,2026-05-23,2026-06-06,0,negative,0.3038320154829018,0.238,0.053832015482901785,0.01200000000000001,-0.041832015482901774
275bb01d,User attended a wedding last weekend,151,55,0,1.3862943611198906,True,False,False,False,False,0.6,keep,event,2026-02-28,2026-06-04,3,none,0.2719905844308859,0.358,0.32800941556911406,0.242,-0.08600941556911407
28560818,Call the dentist to reschedule appointment,47,1,0,0.6931471805599453,False,False,False,False,True,0.75,keep,task,2026-06-12,2026-07-28,1,none,0.7008266702818756,0.691,0.04917332971812438,0.05900000000000005,0.009826670281875671
29c7e870,User attended a college hackathon,16,16,0,2.19722457733622,True,False,False,False,False,0.55,keep,event,2026-07-13,2026-07-13,8,none,0.34322548123473023,0.581,0.2067745187652698,0.030999999999999917,-0.1757745187652699
29fe05e0,User plans to run a marathon next year,172,63,1,1.6094379124341005,False,False,True,False,False,0.65,keep,goal,2026-02-07,2026-05-27,4,positive,0.6776986000650849,0.545,0.027698600065084844,0.10499999999999998,0.07730139993491514
2a8c62e3,Submit assignment by Monday,99,48,0,0.6931471805599453,False,False,False,False,True,0.15,delete,task,2026-04-21,2026-06-11,1,none,0.12099674914786386,0.432,0.029003250852136134,0.28200000000000003,0.2529967491478639
2c12f73f,User likes minimalist design,31,15,0,0.0,False,False,False,True,False,0.85,keep,preference,2026-06-28,2026-07-14,0,none,0.7893465900169186,0.503,0.06065340998308133,0.347,0.28634659001691865
2cfef8c2,Renew driving license this month,117,0,0,1.6094379124341005,False,False,False,False,True,0.15,delete,task,2026-04-03,2026-07-29,4,none,0.26162819193986153,0.767,0.11162819193986154,0.617,0.5053718080601385
2d3386db,Renew driving license this month,178,76,1,0.6931471805599453,False,False,False,False,True,0.15,delete,task,2026-02-01,2026-05-14,1,positive,0.15711464880470977,0.47,0.007114648804709772,0.31999999999999995,0.31288535119529015
2f70dccf,User visited the doctor last month,31,2,0,0.6931471805599453,True,False,False,False,False,0.55,keep,event,2026-06-28,2026-07-27,1,none,0.4605913780593125,0.577,0.08940862194068755,0.026999999999999913,-0.062408621940687636
2fca32d8,Finish reading the assigned book by next week,174,153,1,1.0986122886681098,False,False,False,False,True,0.15,delete,task,2026-02-05,2026-02-26,2,positive,0.1558492706882425,0.442,0.005849270688242508,0.29200000000000004,0.28615072931175756
30359715,User wants to lose 5 kg,117,34,0,0.6931471805599453,False,False,True,False,False,0.7,keep,goal,2026-04-03,2026-06-25,1,none,0.6277680013250789,0.468,0.07223199867492103,0.23199999999999993,0.1597680013250789
30a33a4f,User is left-handed,163,43,-1,0.6931471805599453,False,True,False,False,False,0.8,keep,fact,2026-02-16,2026-06-16,1,negative,0.502466648566603,0.289,0.2975333514333971,0.5110000000000001,0.21346664856660302
30ba93d3,User's favorite color is blue,26,8,0,1.3862943611198906,False,True,False,False,False,0.6,keep,fact,2026-07-03,2026-07-21,3,none,0.7541663987883858,0.623,0.15416639878838578,0.02300000000000002,-0.13116639878838576
3236d751,User owns a dog named Max,9,7,-1,1.0986122886681098,False,True,False,False,False,0.18,delete,fact,2026-07-20,2026-07-22,2,negative,0.34010175018492206,0.51,0.16010175018492206,0.33,0.16989824981507795
329e758d,Finish reading the assigned book by next week,70,13,0,0.0,False,False,False,False,True,0.15,delete,task,2026-05-20,2026-07-16,0,none,0.3281901940827639,0.546,0.1781901940827639,0.396,0.21780980591723612
3405e3b4,User prefers Android over iOS,109,101,0,0.6931471805599453,False,False,False,True,False,0.75,keep,preference,2026-04-11,2026-04-19,1,none,0.6730328725357788,0.309,0.07696712746422119,0.441,0.3640328725357788
34301a13,User has a cat named Whiskers,86,31,0,0.6931471805599453,False,True,False,False,False,0.6,keep,fact,2026-05-04,2026-06-28,1,none,0.6828892520948785,0.436,0.08288925209487852,0.16399999999999998,0.08111074790512146
366fa612,Return the library books by Thursday,143,61,0,1.791759469228055,False,False,False,False,True,0.15,delete,task,2026-03-08,2026-05-29,5,none,0.14823714836843782,0.478,0.0017628516315621734,0.32799999999999996,0.32623714836843776
37ef3363,User is preparing for interviews,15,7,0,1.0986122886681098,False,False,True,False,False,0.78,keep,goal,2026-07-14,2026-07-22,2,none,0.6464561499429499,0.655,0.13354385005705016,0.125,-0.008543850057050162
37fc3b4d,User prefers Android over iOS,34,15,-1,0.6931471805599453,False,False,False,True,False,0.25,delete,preference,2026-06-25,2026-07-14,1,negative,0.3978575845087809,0.453,0.1478575845087809,0.203,0.05514241549121912
3818af63,User is allergic to peanuts,85,14,0,0.6931471805599453,False,True,False,False,False,0.8,keep,fact,2026-05-05,2026-07-15,1,none,0.788583441181159,0.53,0.011416558818841072,0.27,0.25858344118115895
395f34f8,User's mother tongue is Marathi,30,21,1,1.6094379124341005,False,True,False,False,False,0.8,keep,fact,2026-06-29,2026-07-08,4,positive,0.7174292423184799,0.653,0.08257075768152011,0.14700000000000002,0.0644292423184799
3b78ebc9,Send the report to manager by end of day,163,31,0,0.6931471805599453,False,False,False,False,True,0.15,delete,task,2026-02-16,2026-06-28,1,none,0.15488842857424484,0.496,0.004888428574244846,0.346,0.3411115714257551
3b86ae58,User owns a dog named Max,12,6,0,1.791759469228055,False,True,False,False,False,0.6,keep,fact,2026-07-17,2026-07-23,5,none,0.6822969365520479,0.669,0.08229693655204795,0.06900000000000006,-0.013296936552047889
3c52f4f6,User wants to learn Spanish,82,33,0,0.6931471805599453,False,False,True,False,False,0.52,keep,goal,2026-05-08,2026-06-26,1,none,0.6052408731316331,0.472,0.08524087313163309,0.04800000000000004,-0.037240873131633045
3d2ade40,User wants to publish a research paper,146,49,0,3.258096538021482,False,False,True,False,False,0.7,keep,goal,2026-03-05,2026-06-10,25,none,0.7014150161516833,0.601,0.0014150161516833792,0.09899999999999998,0.0975849838483166
3f418d62,User is saving up to buy a house,54,45,0,1.6094379124341005,False,False,True,False,False,0.4,delete,goal,2026-06-05,2026-06-14,4,none,0.6643970143883029,0.494,0.2643970143883029,0.09399999999999997,-0.1703970143883029
40cd8972,User watched a movie yesterday,119,90,0,1.3862943611198906,True,False,False,False,False,0.15,delete,event,2026-04-01,2026-04-30,3,none,0.16795109209301015,0.296,0.017951092093010157,0.146,0.12804890790698983
40eb9e6c,User likes minimalist design,168,39,-1,1.0986122886681098,False,False,False,True,False,0.25,delete,preference,2026-02-11,2026-06-20,2,negative,0.39026606444255624,0.362,0.14026606444255624,0.11199999999999999,-0.02826606444255625
413e7cca,User's favorite color is blue,165,147,0,0.6931471805599453,False,True,False,False,False,0.25,delete,fact,2026-02-14,2026-03-04,1,none,0.557843938533074,0.254,0.307843938533074,0.0040000000000000036,-0.303843938533074
41ac99a2,User is saving up to buy a house,124,24,-1,1.3862943611198906,False,False,True,False,False,0.2,delete,goal,2026-03-27,2026-07-05,3,negative,0.4488076900201654,0.466,0.2488076900201654,0.266,0.01719230997983462
43f5bb6c,Return the library books by Thursday,37,36,0,0.6931471805599453,False,False,False,False,True,0.75,keep,task,2026-06-22,2026-06-23,1,none,0.6476158098043832,0.475,0.10238419019561684,0.275,0.17261580980438318
45108770,User is saving up to buy a house,147,2,-1,0.6931471805599453,False,False,True,False,False,0.2,delete,goal,2026-03-04,2026-07-27,1,negative,0.4703171068391169,0.567,0.2703171068391169,0.36699999999999994,0.09668289316088302
451195ac,User visited the doctor last month,63,63,0,1.6094379124341005,True,False,False,False,False,0.15,delete,event,2026-05-27,2026-05-27,4,none,0.16430182487111417,0.355,0.014301824871114172,0.205,0.19069817512888582
45f26580,User likes detailed explanations,126,13,0,0.6931471805599453,False,False,False,True,False,0.85,keep,preference,2026-03-25,2026-07-16,1,none,0.8326700378298884,0.567,0.017329962170111624,0.28300000000000003,0.2656700378298884
4727e5c5,User likes minimalist design,162,47,0,1.3862943611198906,False,False,False,True,False,0.85,keep,preference,2026-02-17,2026-06-12,3,none,0.8663454571188751,0.456,0.01634545711887514,0.39399999999999996,0.3776545428811248
47b42bcf,User attended a college hackathon,20,15,0,0.6931471805599453,True,False,False,False,False,0.55,keep,event,2026-07-09,2026-07-14,1,none,0.38359538836687024,0.478,0.1664046116331298,0.07200000000000006,-0.09440461163312974
488c00a9,User prefers written instructions over videos,99,29,0,0.6931471805599453,False,False,False,True,False,0.85,keep,preference,2026-04-21,2026-06-30,1,none,0.7975981535444416,0.475,0.05240184645555834,0.375,0.32259815354444166
498c28d8,User owns a dog named Max,108,49,0,1.0986122886681098,False,True,False,False,False,0.6,keep,fact,2026-04-12,2026-06-10,2,none,0.6608959840902836,0.399,0.06089598409028363,0.20099999999999996,0.14010401590971633
4a85b68d,User prefers Android over iOS,29,1,0,1.791759469228055,False,False,False,True,False,0.85,keep,preference,2026-06-30,2026-07-28,5,none,0.7994518296135743,0.741,0.05054817038642567,0.10899999999999999,0.05845182961357431
4b8a7332,User has two younger siblings,89,89,0,3.1780538303479458,False,True,False,False,False,0.22,delete,fact,2026-05-01,2026-05-01,23,none,0.5111901879109534,0.473,0.2911901879109534,0.253,-0.03819018791095341
4c0a4fa0,User plans to run a marathon next year,156,130,1,2.9444389791664403,False,False,True,False,False,0.7,keep,goal,2026-02-23,2026-03-21,18,positive,0.6788894561785328,0.569,0.021110543821467154,0.131,0.10988945617853285
4cab7857,User is saving up to buy a house,87,64,0,1.791759469228055,False,False,True,False,False,0.65,keep,goal,2026-05-03,2026-05-26,5,none,0.7043075392125585,0.457,0.05430753921255849,0.193,0.13869246078744152
4cabbfd7,User prefers working late at night,90,27,0,1.3862943611198906,False,False,False,True,False,0.8,keep,preference,2026-04-30,2026-07-02,3,none,0.8194160201703401,0.535,0.019416020170340054,0.265,0.24558397982965996
4cdbd9d4,User watched a movie yesterday,154,82,0,0.0,True,False,False,False,False,0.15,delete,event,2026-02-25,2026-05-08,0,none,0.22291977203565727,0.205,0.07291977203565728,0.05499999999999999,-0.017919772035657283
4d117192,User watched a movie yesterday,90,28,1,3.4339872044851463,True,False,False,False,False,0.15,delete,event,2026-04-30,2026-07-01,30,positive,0.1968875097845766,0.704,0.04688750978457659,0.5539999999999999,0.5071124902154234
4db569aa,User's phone number ends in 4471,27,25,0,0.0,False,True,False,False,False,0.8,keep,fact,2026-07-02,2026-07-04,0,none,0.754042205876245,0.414,0.045957794123755,0.38600000000000007,0.34004220587624506
4e6aca9b,User celebrated their birthday recently,6,6,0,0.0,True,False,False,False,False,0.55,keep,event,2026-07-23,2026-07-23,0,none,0.3660291246102309,0.493,0.18397087538976914,0.05700000000000005,-0.1269708753897691
4eec7375,User is saving up to buy a house,168,135,-1,3.332204510175204,False,False,True,False,False,0.2,delete,goal,2026-02-11,2026-03-16,27,negative,0.4266314903917688,0.395,0.22663149039176878,0.195,-0.03163149039176877
4f2d192b,User is preparing for interviews,95,40,-1,1.791759469228055,False,False,True,False,False,0.7,keep,goal,2026-04-25,2026-06-19,5,negative,0.48826500634212994,0.424,0.21173499365787002,0.27599999999999997,0.06426500634212995
4fd81819,User watched a movie yesterday,29,2,0,0.0,True,False,False,False,False,0.55,keep,event,2026-06-30,2026-07-27,0,none,0.44880986275729945,0.527,0.1011901372427006,0.02300000000000002,-0.07819013724270057
4fdcbb25,User went on a trip to Goa,83,13,0,1.0986122886681098,True,False,False,False,False,0.55,keep,event,2026-05-07,2026-07-16,2,none,0.390872711273761,0.521,0.15912728872623905,0.029000000000000026,-0.13012728872623902
503f8e5a,User owns a dog named Max,122,78,0,0.6931471805599453,False,True,False,False,False,0.6,keep,fact,2026-03-29,2026-05-12,1,none,0.6229785867469291,0.306,0.022978586746929097,0.294,0.2710214132530709
5061f9e7,User had a job interview last week,170,81,0,0.0,True,False,False,False,False,0.15,delete,event,2026-02-09,2026-05-09,0,none,0.18029092348312806,0.207,0.030290923483128063,0.056999999999999995,0.026709076516871932
509cb9b1,User wants to lose 5 kg,144,46,0,0.0,False,False,True,False,False,0.39,delete,goal,2026-03-07,2026-06-13,0,none,0.6163770675261897,0.373,0.2263770675261897,0.017000000000000015,-0.20937706752618968
515d8519,User wants to lose 5 kg,17,3,0,0.6931471805599453,False,False,True,False,False,0.7,keep,goal,2026-07-12,2026-07-26,1,none,0.7657443780631901,0.659,0.06574437806319011,0.040999999999999925,-0.024744378063190187
516f8f18,User attended a wedding last weekend,136,93,-1,1.791759469228055,True,False,False,False,False,0.15,delete,event,2026-03-15,2026-04-27,5,negative,0.17802024640978434,0.222,0.028020246409784344,0.07200000000000001,0.043979753590215664
5193c191,User watched a movie yesterday,166,108,1,0.6931471805599453,True,False,False,False,False,0.15,delete,event,2026-02-13,2026-04-12,1,positive,0.17032332146090345,0.328,0.02032332146090346,0.17800000000000002,0.15767667853909656
52077403,User celebrated their birthday recently,133,37,0,0.6931471805599453,True,False,False,False,False,0.15,delete,event,2026-03-18,2026-06-22,1,none,0.14418859744074353,0.366,0.005811402559256468,0.216,0.21018859744074353
524c3a03,Renew driving license this month,117,95,0,1.6094379124341005,False,False,False,False,True,0.15,delete,task,2026-04-03,2026-04-25,4,none,0.12965370191668643,0.412,0.020346298083313563,0.262,0.24165370191668645
527336d8,User wants to run a marathon next year,13,13,0,0.0,False,False,True,False,False,0.7,keep,goal,2026-07-16,2026-07-16,0,none,0.7081224846962071,0.531,0.008122484696207133,0.16899999999999993,0.1608775153037928
52c98861,Return the library books by Thursday,175,132,0,2.3978952727983707,False,False,False,False,True,0.15,delete,task,2026-02-04,2026-03-19,10,none,0.15113781201973855,0.444,0.00113781201973856,0.29400000000000004,0.2928621879802615
539c393a,User has two younger siblings,132,71,0,3.044522437723423,False,True,False,False,False,0.6,keep,fact,2026-03-19,2026-05-19,20,none,0.6662581677862734,0.489,0.06625816778627347,0.11099999999999999,0.04474183221372652
53d23963,User prefers dark mode,102,80,-1,1.6094379124341005,False,False,False,True,False,0.3,delete,preference,2026-04-18,2026-05-10,4,negative,0.3866505262626702,0.3,0.08665052626267022,0.0,-0.08665052626267022
54052f9c,User is saving up to buy a house,65,3,0,2.6390573296152584,False,False,True,False,False,0.7,keep,goal,2026-05-25,2026-07-26,13,none,0.638642428751511,0.8,0.06135757124848895,0.10000000000000009,0.03864242875151114
558ea917,User likes minimalist design,125,61,1,2.9444389791664403,False,False,False,True,False,0.85,keep,preference,2026-03-26,2026-05-29,18,positive,0.8164074676083999,0.632,0.033592532391600094,0.21799999999999997,0.18440746760839988
5874d7d1,User's phone number ends in 4471,34,11,0,0.6931471805599453,False,True,False,False,False,0.8,keep,fact,2026-06-25,2026-07-18,1,none,0.7360370597437678,0.551,0.06396294025623228,0.249,0.18503705974376772
58dba2c8,User wants to learn guitar,179,169,0,1.791759469228055,False,False,True,False,False,0.65,keep,goal,2026-01-31,2026-02-10,5,none,0.6122553240321126,0.374,0.03774467596788744,0.276,0.23825532403211258
5908e605,Return the library books by Thursday,44,22,0,1.3862943611198906,False,False,False,False,True,0.75,keep,task,2026-06-15,2026-07-07,3,none,0.6169715013448993,0.592,0.1330284986551007,0.15800000000000003,0.02497150134489934
5913b2bb,User prefers working late at night,99,14,1,1.3862943611198906,False,False,False,True,False,0.85,keep,preference,2026-04-21,2026-07-15,3,positive,0.8826443576488193,0.71,0.032644357648819344,0.14,0.10735564235118067
59b314f3,User likes concise answers,4,1,0,0.6931471805599453,False,False,False,True,False,0.85,keep,preference,2026-07-25,2026-07-28,1,none,0.8111079677504953,0.661,0.03889203224950466,0.18899999999999995,0.15010796775049529
5a0be95b,User wants to buy a house within five years,70,53,0,0.6931471805599453,False,False,True,False,False,0.7,keep,goal,2026-05-20,2026-06-06,1,none,0.5492003735434241,0.403,0.15079962645657585,0.29699999999999993,0.14620037354342408
5c49112e,User wants to learn Spanish,60,18,1,3.367295829986474,False,False,True,False,False,0.9,keep,goal,2026-05-30,2026-07-11,28,positive,0.5881663534444919,0.844,0.31183364655550816,0.05600000000000005,-0.2558336465555081
5c79c33b,User attended a college hackathon,114,1,1,0.6931471805599453,True,False,False,False,False,0.55,keep,event,2026-04-06,2026-07-28,1,positive,0.4134716580655089,0.686,0.13652834193449115,0.136,-0.0005283419344911389
5cf583a9,User works part-time at a bakery,174,98,0,1.6094379124341005,False,True,False,False,False,0.25,delete,fact,2026-02-05,2026-04-22,4,none,0.5671236864336135,0.349,0.31712368643361355,0.09899999999999998,-0.21812368643361357
5d92bc75,User went on a trip to Goa,26,14,1,3.1354942159291497,True,False,False,False,False,0.55,keep,event,2026-07-03,2026-07-15,22,positive,0.37091133479677824,0.763,0.1790886652032218,0.21299999999999997,0.03391133479677816
5e9aae1d,Call the dentist to reschedule appointment,115,29,0,2.772588722239781,False,False,False,False,True,0.15,delete,task,2026-04-05,2026-06-30,15,none,0.1299349648161462,0.657,0.020065035183853802,0.507,0.4869349648161462
609045bd,User is allergic to peanuts,34,16,0,0.6931471805599453,False,True,False,False,False,0.8,keep,fact,2026-06-25,2026-07-13,1,none,0.709874942550362,0.517,0.09012505744963806,0.28300000000000003,0.19287494255036197
61e485e8,User wants to switch careers into AI,22,18,0,0.0,False,False,True,False,False,0.67,keep,goal,2026-07-07,2026-07-11,0,none,0.748999371045913,0.499,0.07899937104591293,0.17100000000000004,0.09200062895408712
62ec4773,User lives in Solapur,37,22,-1,0.6931471805599453,False,True,False,False,False,0.25,delete,fact,2026-06-22,2026-07-07,1,negative,0.4484122609616884,0.381,0.1984122609616884,0.131,-0.0674122609616884
634e952b,User's phone number ends in 4471,30,9,0,0.6931471805599453,False,True,False,False,False,0.8,keep,fact,2026-06-29,2026-07-20,1,none,0.7788260114488974,0.565,0.02117398855110264,0.2350000000000001,0.21382601144889746
6369d4f5,User is vegetarian,156,127,0,1.6094379124341005,False,True,False,False,False,0.25,delete,fact,2026-02-23,2026-03-24,4,none,0.6328548103924488,0.328,0.38285481039244884,0.07800000000000001,-0.3048548103924488
65ec8866,Return the library books by Thursday,74,51,-1,0.0,False,False,False,False,True,0.15,delete,task,2026-05-16,2026-06-08,0,negative,0.32722651211819354,0.273,0.17722651211819354,0.12300000000000003,-0.054226512118193515
678cc463,Call the dentist to reschedule appointment,56,48,-1,0.6931471805599453,False,False,False,False,True,0.75,keep,task,2026-06-03,2026-06-11,1,negative,0.49436129725126043,0.332,0.25563870274873957,0.418,0.16236129725126042
6873f290,User owns a dog named Max,113,56,-1,0.6931471805599453,False,True,False,False,False,0.25,delete,fact,2026-04-07,2026-06-03,1,negative,0.42862562412004457,0.25,0.17862562412004457,0.0,-0.17862562412004457
688909ce,Finish reading the assigned book by next week,16,15,0,0.0,False,False,False,False,True,0.75,keep,task,2026-07-13,2026-07-14,0,none,0.6458028062722283,0.533,0.1041971937277717,0.21699999999999997,0.11280280627222827
68a345f9,User's birthday is in March,129,74,0,1.3862943611198906,False,True,False,False,False,0.8,keep,fact,2026-03-22,2026-05-16,3,none,0.6814489877585936,0.363,0.1185510122414064,0.43700000000000006,0.31844898775859365
68ea42ad,User went on a trip to Goa,170,72,0,0.0,True,False,False,False,False,0.15,delete,event,2026-02-09,2026-05-18,0,none,0.2203390860829785,0.221,0.07033908608297851,0.07100000000000001,0.0006609139170214995
695736b1,User celebrated their birthday recently,84,78,0,0.0,True,False,False,False,False,0.15,delete,event,2026-05-06,2026-05-12,0,none,0.1702520728557193,0.211,0.02025207285571931,0.061,0.04074792714428069
6a48e42a,User prefers Android over iOS,58,53,-1,0.0,False,False,False,True,False,0.3,delete,preference,2026-06-01,2026-06-06,0,negative,0.3764064759543225,0.238,0.07640647595432248,0.062,-0.014406475954322484
6a8bb4f0,User is saving up to buy a house,180,70,1,3.1354942159291497,False,False,True,False,False,0.7,keep,goal,2026-01-30,2026-05-20,22,positive,0.6784651121778704,0.643,0.021534887822129534,0.05699999999999994,0.035465112177870406
